site	brand	status	first_seen_date	last_seen_date	days_seen	times_seen	ad_score	ad_reason	src	src_open	landing_url	landing_open	screenshot_path	screenshot_file
gogo.mn	gogo	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	18	9	iframe,large,std_size,ad_host/path,ad_word	https://exchange.boost.mn/ad/web/7dbe8f1f-2042-4ec2-a583-ae72994d07d4?config=eyJvZmZzZXQiOjIsImFzcGVjdFJhdGlvIjoiYXV0byIsImxheW91dCI6ImNhcm91c2VsIiwibG9hZE1vZGUiOiJsYXp5IiwidmVydGljYWxTbGlkZXNUb1Nob3ciOjMsInNob3dJbmRpY2F0b3JEb3RzIjp0cnVlLCJzaG93RHluYW1pY1N0YXRlT25seSI6ZmFsc2UsInZpZXdwb3J0RnJhY3Rpb24iOjEsInNsaWRlU3BhY2luZyI6MCwic2xpZGVJbWdCb3JkZXJSYWRpdXMiOjAsImR5bmFtaWNTdGF0ZUR1cmF0aW9uIjo1LCJsYXp5TG9hZFNwaW5uZXJDb2xvciI6IiMxRDRCOEYiLCJpbmRpY2F0b3JEb3RTaXplIjo4LCJpbmRpY2F0b3JEb3RDb2xvciI6IiMxRDRCOEYiLCJlbmxhcmdlRmFjdG9yIjoxZS0xMCwiZW5sYXJnZUNlbnRlckl0ZW0iOnRydWUsInNob3dWaWRlb0NvbnRyb2xzIjp0cnVlLCJhdXRvc3RhcnQiOnRydWV9	https://exchange.boost.mn/ad/web/7dbe8f1f-2042-4ec2-a583-ae72994d07d4?config=eyJvZmZzZXQiOjIsImFzcGVjdFJhdGlvIjoiYXV0byIsImxheW91dCI6ImNhcm91c2VsIiwibG9hZE1vZGUiOiJsYXp5IiwidmVydGljYWxTbGlkZXNUb1Nob3ciOjMsInNob3dJbmRpY2F0b3JEb3RzIjp0cnVlLCJzaG93RHluYW1pY1N0YXRlT25seSI6ZmFsc2UsInZpZXdwb3J0RnJhY3Rpb24iOjEsInNsaWRlU3BhY2luZyI6MCwic2xpZGVJbWdCb3JkZXJSYWRpdXMiOjAsImR5bmFtaWNTdGF0ZUR1cmF0aW9uIjo1LCJsYXp5TG9hZFNwaW5uZXJDb2xvciI6IiMxRDRCOEYiLCJpbmRpY2F0b3JEb3RTaXplIjo4LCJpbmRpY2F0b3JEb3RDb2xvciI6IiMxRDRCOEYiLCJlbmxhcmdlRmFjdG9yIjoxZS0xMCwiZW5sYXJnZUNlbnRlckl0ZW0iOnRydWUsInNob3dWaWRlb0NvbnRyb2xzIjp0cnVlLCJhdXRvc3RhcnQiOnRydWV9	https://gogo.mn	https://gogo.mn	C:\Scraper\banner_screenshots\2025-10-10\gogo_1760080651_35_020787f6.png	file:///C:/Scraper/banner_screenshots/2025-10-10/gogo_1760080651_35_020787f6.png
gogo.mn	gogo	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	16	7	iframe,large,ad_host/path,ad_word	https://exchange.boost.mn/ad/web/0dd86156-4bad-4edb-b3d3-899fccc948ff?config=eyJvZmZzZXQiOjcsImFzcGVjdFJhdGlvIjoiYXV0byIsImxheW91dCI6ImNhcm91c2VsIiwibG9hZE1vZGUiOiJsYXp5IiwidmVydGljYWxTbGlkZXNUb1Nob3ciOjMsInNob3dJbmRpY2F0b3JEb3RzIjp0cnVlLCJzaG93RHluYW1pY1N0YXRlT25seSI6ZmFsc2UsInZpZXdwb3J0RnJhY3Rpb24iOjEsInNsaWRlU3BhY2luZyI6MCwic2xpZGVJbWdCb3JkZXJSYWRpdXMiOjAsImR5bmFtaWNTdGF0ZUR1cmF0aW9uIjo1LCJsYXp5TG9hZFNwaW5uZXJDb2xvciI6IiMxRDRCOEYiLCJpbmRpY2F0b3JEb3RTaXplIjo4LCJpbmRpY2F0b3JEb3RDb2xvciI6IiMxRDRCOEYiLCJlbmxhcmdlRmFjdG9yIjoxZS0xMCwiZW5sYXJnZUNlbnRlckl0ZW0iOnRydWUsInNob3dWaWRlb0NvbnRyb2xzIjp0cnVlLCJhdXRvc3RhcnQiOnRydWV9	https://exchange.boost.mn/ad/web/0dd86156-4bad-4edb-b3d3-899fccc948ff?config=eyJvZmZzZXQiOjcsImFzcGVjdFJhdGlvIjoiYXV0byIsImxheW91dCI6ImNhcm91c2VsIiwibG9hZE1vZGUiOiJsYXp5IiwidmVydGljYWxTbGlkZXNUb1Nob3ciOjMsInNob3dJbmRpY2F0b3JEb3RzIjp0cnVlLCJzaG93RHluYW1pY1N0YXRlT25seSI6ZmFsc2UsInZpZXdwb3J0RnJhY3Rpb24iOjEsInNsaWRlU3BhY2luZyI6MCwic2xpZGVJbWdCb3JkZXJSYWRpdXMiOjAsImR5bmFtaWNTdGF0ZUR1cmF0aW9uIjo1LCJsYXp5TG9hZFNwaW5uZXJDb2xvciI6IiMxRDRCOEYiLCJpbmRpY2F0b3JEb3RTaXplIjo4LCJpbmRpY2F0b3JEb3RDb2xvciI6IiMxRDRCOEYiLCJlbmxhcmdlRmFjdG9yIjoxZS0xMCwiZW5sYXJnZUNlbnRlckl0ZW0iOnRydWUsInNob3dWaWRlb0NvbnRyb2xzIjp0cnVlLCJhdXRvc3RhcnQiOnRydWV9	https://gogo.mn	https://gogo.mn	C:\Scraper\banner_screenshots\2025-10-10\gogo_1760080653_140_e2d53d38.png	file:///C:/Scraper/banner_screenshots/2025-10-10/gogo_1760080653_140_e2d53d38.png
gogo.mn	gogo	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	33	8	iframe,large,ad_host/path,ad_word,wide_ratio	https://exchange.boost.mn/ad/web/e0118a9c-8eb3-4dbd-8adb-661ecb6eccd7?config=eyJvZmZzZXQiOjgsImFzcGVjdFJhdGlvIjoiYXV0byIsImxheW91dCI6ImNhcm91c2VsIiwibG9hZE1vZGUiOiJsYXp5IiwidmVydGljYWxTbGlkZXNUb1Nob3ciOjMsInNob3dJbmRpY2F0b3JEb3RzIjp0cnVlLCJzaG93RHluYW1pY1N0YXRlT25seSI6ZmFsc2UsInZpZXdwb3J0RnJhY3Rpb24iOjEsInNsaWRlU3BhY2luZyI6MCwic2xpZGVJbWdCb3JkZXJSYWRpdXMiOjAsImR5bmFtaWNTdGF0ZUR1cmF0aW9uIjo1LCJsYXp5TG9hZFNwaW5uZXJDb2xvciI6IiMxRDRCOEYiLCJpbmRpY2F0b3JEb3RTaXplIjo4LCJpbmRpY2F0b3JEb3RDb2xvciI6IiMxRDRCOEYiLCJlbmxhcmdlRmFjdG9yIjoxZS0xMCwiZW5sYXJnZUNlbnRlckl0ZW0iOnRydWUsInNob3dWaWRlb0NvbnRyb2xzIjp0cnVlLCJhdXRvc3RhcnQiOnRydWV9	https://exchange.boost.mn/ad/web/e0118a9c-8eb3-4dbd-8adb-661ecb6eccd7?config=eyJvZmZzZXQiOjgsImFzcGVjdFJhdGlvIjoiYXV0byIsImxheW91dCI6ImNhcm91c2VsIiwibG9hZE1vZGUiOiJsYXp5IiwidmVydGljYWxTbGlkZXNUb1Nob3ciOjMsInNob3dJbmRpY2F0b3JEb3RzIjp0cnVlLCJzaG93RHluYW1pY1N0YXRlT25seSI6ZmFsc2UsInZpZXdwb3J0RnJhY3Rpb24iOjEsInNsaWRlU3BhY2luZyI6MCwic2xpZGVJbWdCb3JkZXJSYWRpdXMiOjAsImR5bmFtaWNTdGF0ZUR1cmF0aW9uIjo1LCJsYXp5TG9hZFNwaW5uZXJDb2xvciI6IiMxRDRCOEYiLCJpbmRpY2F0b3JEb3RTaXplIjo4LCJpbmRpY2F0b3JEb3RDb2xvciI6IiMxRDRCOEYiLCJlbmxhcmdlRmFjdG9yIjoxZS0xMCwiZW5sYXJnZUNlbnRlckl0ZW0iOnRydWUsInNob3dWaWRlb0NvbnRyb2xzIjp0cnVlLCJhdXRvc3RhcnQiOnRydWV9	https://gogo.mn	https://gogo.mn	C:\Scraper\banner_screenshots\2025-10-10\gogo_1760080654_155_b1382d91.png	file:///C:/Scraper/banner_screenshots/2025-10-10/gogo_1760080654_155_b1382d91.png
caak.mn	golomtbank	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	18	3	large,external_click	https://graph.caak.mn/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM3hFQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e11378bd567468b48585649a5262a9ca87dcba0b/1900%20300%20caak,%20caaknews.png	https://graph.caak.mn/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM3hFQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e11378bd567468b48585649a5262a9ca87dcba0b/1900%20300%20caak,%20caaknews.png	https://golomtbank.com/news/48459	https://golomtbank.com/news/48459	C:\Scraper\banner_screenshots\2025-10-10\caak_1760080740_0_2ff69028.png	file:///C:/Scraper/banner_screenshots/2025-10-10/caak_1760080740_0_2ff69028.png
caak.mn	khanbank	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	18	3	large,external_click	https://graph.caak.mn/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBelJiQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--359458763e484d9494057d01d3c8edd16cd25919/khanbank%20a2-10..jpg	https://graph.caak.mn/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBelJiQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--359458763e484d9494057d01d3c8edd16cd25919/khanbank%20a2-10..jpg	https://www.khanbank.com/personal/news/intelligence/7719/	https://www.khanbank.com/personal/news/intelligence/7719/	C:\Scraper\banner_screenshots\2025-10-10\caak_1760080773_1_f46916e8.png	file:///C:/Scraper/banner_screenshots/2025-10-10/caak_1760080773_1_f46916e8.png
gogo.mn	gogo	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	8	4	large,ad_host/path	https://edge.boost.mn/67e3d390bbe407d318e482f1/creative_converted/53d875ae-f203-4559-b5e2-80c8f62f3a75/68e8b3a21ab3b74ec942173b_compressed.webp	https://edge.boost.mn/67e3d390bbe407d318e482f1/creative_converted/53d875ae-f203-4559-b5e2-80c8f62f3a75/68e8b3a21ab3b74ec942173b_compressed.webp	https://gogo.mn	https://gogo.mn	C:\Scraper\banner_screenshots\2025-10-10\gogo_1760081327_26_740be652.png	file:///C:/Scraper/banner_screenshots/2025-10-10/gogo_1760081327_26_740be652.png
ikon.mn		ДУУССАН	2025-10-10	2025-10-10	1	2	4	banner_note,large,external_click	https://content.ikon.mn/raw/2025/10/9/18289/1.1_Pop-up_976x350.jpg	https://content.ikon.mn/raw/2025/10/9/18289/1.1_Pop-up_976x350.jpg	https://www.facebook.com/gnextmongolia	https://www.facebook.com/gnextmongolia	C:\Scraper\banner_screenshots\2025-10-10\ikon_1760082316_1_3db16f02.png	file:///C:/Scraper/banner_screenshots/2025-10-10/ikon_1760082316_1_3db16f02.png
news.mn	mn	ДУУССАН	2025-10-10	2025-10-10	1	9	5	large,ad_host/path,ad_word	https://news.mn/wp-content/uploads/2025/10/dyson-bpo3-banner-1-1-250x156.jpg	https://news.mn/wp-content/uploads/2025/10/dyson-bpo3-banner-1-1-250x156.jpg	https://news.mn/r/2827758/	https://news.mn/r/2827758/	C:\Scraper\banner_screenshots\2025-10-10\news_1760085318_18_0b213f87.png	file:///C:/Scraper/banner_screenshots/2025-10-10/news_1760085318_18_0b213f87.png
lemonpress.mn	exchange	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	13	9	iframe,large,ad_host/path,external_click,ad_word	https://exchange.boost.mn/ad/web/fdfc95aa-90ae-4871-a1b1-0428fdd37f0e	https://exchange.boost.mn/ad/web/fdfc95aa-90ae-4871-a1b1-0428fdd37f0e	https://exchange.boost.mn/ad/web/fdfc95aa-90ae-4871-a1b1-0428fdd37f0e	https://exchange.boost.mn/ad/web/fdfc95aa-90ae-4871-a1b1-0428fdd37f0e	C:\Scraper\banner_screenshots\2025-10-10\lemonpress_1760087886_0_f3725195.png	file:///C:/Scraper/banner_screenshots/2025-10-10/lemonpress_1760087886_0_f3725195.png
lemonpress.mn	exchange	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	11	9	iframe,large,ad_host/path,external_click,ad_word	https://exchange.boost.mn/ad/web/0b4c7ee7-ef27-4cef-b10a-79eb0f307153	https://exchange.boost.mn/ad/web/0b4c7ee7-ef27-4cef-b10a-79eb0f307153	https://exchange.boost.mn/ad/web/0b4c7ee7-ef27-4cef-b10a-79eb0f307153	https://exchange.boost.mn/ad/web/0b4c7ee7-ef27-4cef-b10a-79eb0f307153	C:\Scraper\banner_screenshots\2025-10-10\lemonpress_1760087886_1_11f86d75.png	file:///C:/Scraper/banner_screenshots/2025-10-10/lemonpress_1760087886_1_11f86d75.png
lemonpress.mn	exchange	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	11	9	iframe,large,ad_host/path,external_click,ad_word	https://exchange.boost.mn/ad/web/ab348d23-3f49-4894-a4d5-d3f741b8e361	https://exchange.boost.mn/ad/web/ab348d23-3f49-4894-a4d5-d3f741b8e361	https://exchange.boost.mn/ad/web/ab348d23-3f49-4894-a4d5-d3f741b8e361	https://exchange.boost.mn/ad/web/ab348d23-3f49-4894-a4d5-d3f741b8e361	C:\Scraper\banner_screenshots\2025-10-10\lemonpress_1760087886_3_f6335426.png	file:///C:/Scraper/banner_screenshots/2025-10-10/lemonpress_1760087886_3_f6335426.png
lemonpress.mn	exchange	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	11	9	iframe,large,ad_host/path,external_click,ad_word	https://exchange.boost.mn/ad/web/625702c6-8bde-4f7f-b3c3-5fc92c5f5f99	https://exchange.boost.mn/ad/web/625702c6-8bde-4f7f-b3c3-5fc92c5f5f99	https://exchange.boost.mn/ad/web/625702c6-8bde-4f7f-b3c3-5fc92c5f5f99	https://exchange.boost.mn/ad/web/625702c6-8bde-4f7f-b3c3-5fc92c5f5f99	C:\Scraper\banner_screenshots\2025-10-10\lemonpress_1760087886_4_50b5be95.png	file:///C:/Scraper/banner_screenshots/2025-10-10/lemonpress_1760087886_4_50b5be95.png
gogo.mn	gogo	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	5	7	iframe,large,ad_host/path,ad_word	https://exchange.boost.mn/ad/web/b2e2476b-0ff2-43df-8a08-38ba92630379?config=eyJvZmZzZXQiOjMsImFzcGVjdFJhdGlvIjoiYXV0byIsImxheW91dCI6ImNhcm91c2VsIiwibG9hZE1vZGUiOiJsYXp5IiwidmVydGljYWxTbGlkZXNUb1Nob3ciOjMsInNob3dJbmRpY2F0b3JEb3RzIjp0cnVlLCJzaG93RHluYW1pY1N0YXRlT25seSI6ZmFsc2UsInZpZXdwb3J0RnJhY3Rpb24iOjEsInNsaWRlU3BhY2luZyI6MCwic2xpZGVJbWdCb3JkZXJSYWRpdXMiOjAsImR5bmFtaWNTdGF0ZUR1cmF0aW9uIjo1LCJsYXp5TG9hZFNwaW5uZXJDb2xvciI6IiMxRDRCOEYiLCJpbmRpY2F0b3JEb3RTaXplIjo4LCJpbmRpY2F0b3JEb3RDb2xvciI6IiMxRDRCOEYiLCJlbmxhcmdlRmFjdG9yIjoxZS0xMCwiZW5sYXJnZUNlbnRlckl0ZW0iOnRydWUsInNob3dWaWRlb0NvbnRyb2xzIjp0cnVlLCJhdXRvc3RhcnQiOnRydWV9	https://exchange.boost.mn/ad/web/b2e2476b-0ff2-43df-8a08-38ba92630379?config=eyJvZmZzZXQiOjMsImFzcGVjdFJhdGlvIjoiYXV0byIsImxheW91dCI6ImNhcm91c2VsIiwibG9hZE1vZGUiOiJsYXp5IiwidmVydGljYWxTbGlkZXNUb1Nob3ciOjMsInNob3dJbmRpY2F0b3JEb3RzIjp0cnVlLCJzaG93RHluYW1pY1N0YXRlT25seSI6ZmFsc2UsInZpZXdwb3J0RnJhY3Rpb24iOjEsInNsaWRlU3BhY2luZyI6MCwic2xpZGVJbWdCb3JkZXJSYWRpdXMiOjAsImR5bmFtaWNTdGF0ZUR1cmF0aW9uIjo1LCJsYXp5TG9hZFNwaW5uZXJDb2xvciI6IiMxRDRCOEYiLCJpbmRpY2F0b3JEb3RTaXplIjo4LCJpbmRpY2F0b3JEb3RDb2xvciI6IiMxRDRCOEYiLCJlbmxhcmdlRmFjdG9yIjoxZS0xMCwiZW5sYXJnZUNlbnRlckl0ZW0iOnRydWUsInNob3dWaWRlb0NvbnRyb2xzIjp0cnVlLCJhdXRvc3RhcnQiOnRydWV9	https://gogo.mn	https://gogo.mn	C:\Scraper\banner_screenshots\2025-10-10\gogo_1760089590_259_27bdb04b.png	file:///C:/Scraper/banner_screenshots/2025-10-10/gogo_1760089590_259_27bdb04b.png
lemonpress.mn	exchange	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	9	9	iframe,large,ad_host/path,external_click,ad_word	https://exchange.boost.mn/ad/web/0538cc0c-08dd-4b5e-8d1c-632ef1c3355d	https://exchange.boost.mn/ad/web/0538cc0c-08dd-4b5e-8d1c-632ef1c3355d	https://exchange.boost.mn/ad/web/0538cc0c-08dd-4b5e-8d1c-632ef1c3355d	https://exchange.boost.mn/ad/web/0538cc0c-08dd-4b5e-8d1c-632ef1c3355d	C:\Scraper\banner_screenshots\2025-10-10\lemonpress_1760089668_2_a8f35df3.png	file:///C:/Scraper/banner_screenshots/2025-10-10/lemonpress_1760089668_2_a8f35df3.png
bolor-toli.com	banner	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	7	6	large,ad_host/path,external_click	https://banner.bolor.net/files/37/175928855113.jpg	https://banner.bolor.net/files/37/175928855113.jpg	https://banner.bolor.net/pub/jump?t=472fbe2449e91fb37c63355df8e357c2	https://banner.bolor.net/pub/jump?t=472fbe2449e91fb37c63355df8e357c2	C:\Scraper\banner_screenshots\2025-10-10\bolortoli_1760090828_0_9ca83f2f.png	file:///C:/Scraper/banner_screenshots/2025-10-10/bolortoli_1760090828_0_9ca83f2f.png
bolor-toli.com	banner	ИДЭВХТЭЙ	2025-10-10	2025-10-13	2	9	6	large,ad_host/path,external_click	https://banner.bolor.net/files/37/175980747313.png	https://banner.bolor.net/files/37/175980747313.png	https://banner.bolor.net/pub/jump?t=a6285c5d1e1d47e519dc9bde294ce12b	https://banner.bolor.net/pub/jump?t=a6285c5d1e1d47e519dc9bde294ce12b	C:\Scraper\banner_screenshots\2025-10-10\bolortoli_1760090836_0_1837003e.png	file:///C:/Scraper/banner_screenshots/2025-10-10/bolortoli_1760090836_0_1837003e.png
bolor-toli.com	bolor	ИДЭВХТЭЙ	2025-10-13	2025-10-13	1	6	6	large,ad_host/path,external_click	https://banner.bolor.net/files/37/176027585813.png	https://banner.bolor.net/files/37/176027585813.png	https://banner.bolor.net/pub/jump?t=deb76b39de55a70335c1cd582136748c	https://banner.bolor.net/pub/jump?t=deb76b39de55a70335c1cd582136748c	C:\Scraper\banner_screenshots\2025-10-13\bolortoli_1760314005_0_36ff83dc.png	file:///C:/Scraper/banner_screenshots/2025-10-13/bolortoli_1760314005_0_36ff83dc.png
ikon.mn	zangia	ИДЭВХТЭЙ	2025-10-13	2025-10-13	1	3	4	banner_note,large,external_click	https://content.ikon.mn/raw/2025/10/7/18272/IMG_2801.jpeg	https://content.ikon.mn/raw/2025/10/7/18272/IMG_2801.jpeg	https://www.zangia.mn/	https://www.zangia.mn/	C:\Scraper\banner_screenshots\2025-10-13\ikon_1760326755_1_146d200e.png	file:///C:/Scraper/banner_screenshots/2025-10-13/ikon_1760326755_1_146d200e.png
news.mn	news	ИДЭВХТЭЙ	2025-10-13	2025-10-13	1	4	7	large,std_size,ad_host/path,ad_word	https://news.mn/wp-content/uploads/2025/10/News.mn-banner--scaled.jpg	https://news.mn/wp-content/uploads/2025/10/News.mn-banner--scaled.jpg	https://news.mn/#	https://news.mn/#	C:\Scraper\banner_screenshots\2025-10-13\news_1760326750_5_3d36b27e.png	file:///C:/Scraper/banner_screenshots/2025-10-13/news_1760326750_5_3d36b27e.png
ikon.mn	zangia	ИДЭВХТЭЙ	2025-10-13	2025-10-13	1	1	4	banner_note,large,external_click	https://content.ikon.mn/raw/2025/9/30/18261/560_400__2_.png	https://content.ikon.mn/raw/2025/9/30/18261/560_400__2_.png	https://www.zangia.mn/	https://www.zangia.mn/	C:\Scraper\banner_screenshots\2025-10-13\ikon_1760328045_1_142570a2.png	file:///C:/Scraper/banner_screenshots/2025-10-13/ikon_1760328045_1_142570a2.png
ikon.mn	zangia	ИДЭВХТЭЙ	2025-10-13	2025-10-13	1	2	4	banner_note,large,external_click	https://content.ikon.mn/raw/2025/10/6/18271/IMG_2795.jpeg	https://content.ikon.mn/raw/2025/10/6/18271/IMG_2795.jpeg	https://www.zangia.mn/	https://www.zangia.mn/	C:\Scraper\banner_screenshots\2025-10-13\ikon_1760328055_2_b2132167.png	file:///C:/Scraper/banner_screenshots/2025-10-13/ikon_1760328055_2_b2132167.png
